Player,Country,Agents,NumAgents,Rnd,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,KMax,K,D,A,FK,FD
Krysme,BR,"vyse, killjoy, cypher",3,195,180.8,0.85,64%,126.3,0.63,0.19,0.12,0.1,35%,4%,Jan-23,23,123,145,38,24,19
FuriousMan91,EG,"viper, omen",2,64,181.3,0.78,64%,114.1,0.61,0.3,0.09,0.16,31%,57%,04-Jul,15,39,50,19,6,10
Dizzy,TW,"omen, kayo",2,53,180,0.73,64%,119.6,0.6,0.4,0.13,0.04,34%,,0/11,18,32,44,21,7,2
NowaXxZang,FR,"omen, viper",2,204,183.1,0.86,74%,116,0.64,0.45,0.08,0.07,21%,13%,Mar-24,20,131,153,91,16,15
Nilo,BR,"breach, harbor, sova",3,191,148.4,0.78,72%,102.1,0.52,0.32,0.04,0.05,25%,8%,Feb-25,18,99,127,61,8,9
MerSa,TR,"breach, sova, fade",3,208,168,0.82,63%,111.5,0.59,0.23,0.06,0.11,24%,13%,May-38,23,122,148,47,13,23
Erizillo,ES,"omen, jett, raze",3,122,186.7,0.83,66%,115.3,0.63,0.26,0.07,0.11,24%,33%,May-15,21,77,93,32,9,13
Duck,US,"neon, jett",2,71,194,0.79,55%,128.4,0.65,0.15,0.1,0.25,39%,14%,01-Jul,13,46,58,11,7,18
j0sset3,CL,"vyse, cypher",2,43,161.5,0.88,53%,110.6,0.65,0.07,0.07,0.16,36%,13%,01-Aug,18,28,32,3,3,7
H4EUN,KR,"viper, vyse, cypher",3,262,179.5,0.82,66%,120.9,0.61,0.23,0.05,0.08,24%,4%,Feb-49,20,161,196,61,14,22
delz1k,CL,"omen, astra, viper",3,127,174.5,0.82,63%,111.7,0.61,0.31,0.1,0.13,21%,,0/10,19,77,94,40,13,16
MattyIce,US,"neon, jett, yoru",3,432,218.7,0.85,63%,145.3,0.72,0.19,0.17,0.22,28%,7%,Feb-29,28,311,365,82,72,96
Erick,SA,"viper, harbor, cypher",3,91,182.5,0.87,63%,123.1,0.65,0.23,0.05,0.11,21%,,0/17,17,59,68,21,5,10
golack,IT,"yoru, neon",2,41,179.5,0.74,61%,131.3,0.61,0.27,0.15,0.17,16%,,0/5,20,25,34,11,6,7
coots,AU,"yoru, neon",2,75,188.7,0.86,68%,127.7,0.65,0.24,0.15,0.17,26%,,0/7,19,49,57,18,11,13
Tokky,BR,"jett, raze, omen",3,118,200.5,0.88,65%,128.4,0.73,0.11,0.15,0.22,31%,13%,01-Aug,22,86,98,13,18,26
W1LL,GB,"deadlock, killjoy, kayo",3,339,174,0.83,68%,114.9,0.6,0.27,0.09,0.09,26%,16%,Jul-43,23,202,242,90,29,30
Clotildeee,UN,"omen, viper",2,78,165.8,0.85,68%,116.8,0.6,0.37,0.08,0.12,27%,9%,01-Nov,19,47,55,29,6,9
skyppervz,CL,omen,1,49,165.5,0.88,69%,107.5,0.59,0.31,0.06,0.04,27%,,0/3,16,29,33,15,3,2
Symphony,ID,"vyse, neon",2,77,189.7,0.86,68%,125.6,0.66,0.22,0.16,0.09,18%,10%,01-Oct,29,51,59,17,12,7
qqGOD,TH,"fade, gekko, breach",3,161,153.7,0.8,70%,109.4,0.54,0.32,0.06,0.08,27%,11%,Feb-18,21,87,109,52,9,13
Akira,PT,"sova, fade",2,166,170.3,0.8,62%,114,0.59,0.31,0.04,0.09,26%,17%,Apr-23,18,98,122,51,6,15
ipaM,CA,"skye, sova, astra",3,83,183,0.74,64%,125,0.6,0.36,0.04,0.08,29%,8%,01-Dec,20,50,68,30,3,7
GLORIOUS,US,"fade, sova, yoru",3,190,174.3,0.76,64%,115.1,0.59,0.23,0.09,0.09,28%,15%,Apr-27,15,112,148,44,17,17
Invy,MX,"kayo, breach, astra",3,128,179.1,0.69,67%,113.9,0.59,0.31,0.06,0.06,27%,15%,Apr-26,17,75,109,40,8,8
Volt,HU,"neon, sova, raze",3,96,211.2,0.86,67%,140.5,0.69,0.21,0.1,0.15,23%,17%,01-Jun,18,66,77,20,10,14
darm,CN,"vyse, neon, cypher",3,340,197.9,0.87,62%,129.8,0.7,0.2,0.14,0.16,22%,10%,Mar-29,24,237,272,69,47,53
babyrhea,UN,"omen, sova",2,30,203.5,0.73,67%,128.8,0.73,0.27,0.1,0,23%,,0/8,13,22,30,8,3,0
Daveeski,DE,omen,1,23,226,0.76,65%,0,0.7,0.43,0.22,0.13,27%,,0/1,16,16,21,10,5,3
aikasuperfan,US,"iso, neon, yoru",3,262,204.5,0.86,62%,130.4,0.72,0.15,0.12,0.17,41%,13%,Feb-16,21,189,219,38,31,45
Andrehs,VE,"tejo, sova, breach",3,385,165.4,0.82,68%,108.2,0.57,0.3,0.05,0.07,31%,10%,Apr-42,21,221,268,115,20,27
Iceyyy,ID,"yoru, neon",2,158,191.4,0.91,61%,126.8,0.67,0.2,0.16,0.25,23%,,0/7,21,106,117,32,25,39
Saimok,UN,"vyse, deadlock",2,38,163,0.86,50%,105.3,0.63,0.08,0.05,0.16,24%,25%,03-Dec,14,24,28,3,2,6
NaturE,US,"kayo, vyse, fade",3,317,177.4,0.77,71%,114.3,0.58,0.44,0.06,0.06,24%,17%,Jun-35,25,184,240,138,19,19
Bati,PT,sova,1,55,150.7,0.72,65%,113.3,0.47,0.33,0.11,0.09,16%,11%,01-Sep,10,26,36,18,6,5
Ririi1,FR,"fade, sova",2,78,177.5,0.76,67%,123.5,0.58,0.33,0.12,0.09,21%,,0/10,16,45,59,26,9,7
fvrioza,UN,"omen, viper",2,245,173.9,0.82,72%,116.8,0.58,0.44,0.03,0.08,27%,,0/23,19,142,173,107,8,19
Karma,DE,"breach, killjoy, kayo",3,173,176.4,0.77,63%,121.4,0.6,0.25,0.1,0.12,25%,7%,Feb-28,21,103,134,43,17,21
Zodiac,JP,"yoru, neon",2,235,190.5,0.87,69%,128.3,0.67,0.24,0.14,0.19,22%,18%,Mar-17,24,158,182,57,34,45
lg1c,AU,chamber,1,39,177.5,0.87,67%,123.5,0.67,0.1,0.1,0.1,29%,,0/6,18,26,30,4,4,4
saadhak,AR,"sova, kayo, fade",3,635,164.3,0.78,69%,110.5,0.54,0.36,0.07,0.11,27%,18%,14/76,24,346,446,230,45,68
Fire,CO,"killjoy, jett, cypher",3,202,195.1,0.81,65%,132.4,0.65,0.18,0.1,0.12,25%,10%,Mar-29,18,131,161,37,20,24
Kcep,EN,"cypher, yoru, fade",3,180,168.1,0.76,65%,112.9,0.58,0.35,0.04,0.08,31%,17%,Apr-24,18,105,138,63,7,15
Devhaur,US,"viper, yoru",2,28,213.5,0.81,61%,124.9,0.79,0.07,0.07,0.18,38%,,0/1,15,22,27,2,2,5
CarmenG7,MX,"sova, cypher, breach",3,268,172.2,0.76,68%,112.7,0.61,0.28,0.03,0.07,28%,7%,Apr-56,22,163,214,75,8,19
jkuro,CN,"viper, omen",2,183,176.8,0.84,69%,113.2,0.64,0.27,0.08,0.1,36%,,,20,117,139,50,15,18
benjii,KR,"killjoy, cypher, deadlock",3,202,164.2,0.9,74%,107.7,0.59,0.17,0.05,0.05,21%,4%,Jan-28,16,120,134,35,11,11
Dogo,VN,"omen, killjoy",2,50,201.5,0.85,62%,133.9,0.68,0.22,0.1,0.14,21%,17%,01-Jun,21,34,40,11,5,7
ranskii,ID,omen,1,38,177,0.74,68%,117.4,0.61,0.18,0.03,0.11,23%,14%,01-Jul,13,23,31,7,1,4
Meii,DE,"viper, gekko, breach",3,163,163.7,0.74,66%,106.3,0.55,0.4,0.06,0.12,26%,20%,Mar-15,16,90,122,65,10,19
Racoone,US,"sova, fade, tejo",3,1143,177.1,0.85,67%,112.8,0.6,0.27,0.09,0.1,15%,19%,20/107,25,687,813,306,106,118
phobis,UN,"sage, viper, clove",3,76,203.5,0.89,62%,121.4,0.72,0.22,0.08,0.12,14%,15%,Feb-13,17,55,62,17,6,9
nicksz,BR,omen,1,205,179.6,0.81,72%,114.9,0.61,0.41,0.08,0.11,28%,8%,Feb-24,19,125,155,84,16,22
yasiek,PL,"brimstone, omen",2,155,159.7,0.8,72%,104,0.55,0.37,0.07,0.08,27%,,0/16,22,86,107,58,11,12
Aukzo,UN,"fade, sova, yoru",3,110,186.7,0.8,64%,126.9,0.66,0.19,0.09,0.07,39%,,0/20,19,73,91,21,10,8
silvia,US,"neon, cypher",2,39,179,0.87,72%,120.5,0.67,0.21,0.08,0.13,43%,,0/8,19,26,30,8,3,5
kurotchi,FR,"phoenix, jett, omen",3,130,192.5,0.85,62%,120.6,0.7,0.24,0.07,0.12,31%,,0/18,24,91,107,31,9,16
Sativa,AR,"gekko, omen",2,63,196.5,0.71,59%,127.6,0.63,0.19,0.03,0.03,41%,,0/13,16,40,56,12,2,2
ALMO,PL,"omen, astra, iso",3,286,173,0.81,71%,116.2,0.6,0.3,0.08,0.09,30%,6%,Feb-33,18,171,212,86,24,26
azul,AR,"kayo, omen, breach",3,458,163.1,0.8,70%,109.6,0.57,0.36,0.04,0.06,35%,10%,Jun-58,25,261,326,164,20,26
Antidote,IN,"omen, killjoy, astra",3,277,149.3,0.8,73%,97.1,0.53,0.31,0.07,0.07,20%,9%,Mar-34,18,146,183,86,20,19
deviceHP,VN,"yoru, omen, neon",3,150,210.6,0.8,63%,145.6,0.68,0.23,0.15,0.19,25%,10%,01-Oct,26,102,127,35,23,29
Terrox,DE,"cypher, killjoy, raze",3,244,173,0.83,58%,118.3,0.62,0.11,0.06,0.11,29%,15%,May-33,21,151,181,28,15,26
JN3v1cE,TR,"omen, breach, deadlock",3,203,175.7,0.77,70%,112.9,0.58,0.38,0.09,0.09,26%,7%,Feb-28,24,118,153,78,19,18
Miki,MY,omen,1,35,223,0.81,60%,141.2,0.74,0.26,0.11,0.14,28%,,0/11,16,26,32,9,4,5
kora,VN,"jett, clove, neon",3,191,208.1,0.9,66%,118.6,0.74,0.15,0.21,0.21,36%,,0/7,19,141,157,29,40,41
jayce,UN,"jett, iso",2,89,203.4,0.8,60%,131.6,0.69,0.12,0.13,0.18,31%,14%,01-Jul,22,61,76,11,12,16
TORONTO,BR,"waylay, jett, raze",3,81,193.5,0.88,63%,134.6,0.73,0.17,0.11,0.25,28%,,0/6,25,59,67,14,9,20
ZenSan1ty,AU,"omen, astra",2,66,173.7,0.85,70%,118.3,0.62,0.3,0.05,0.08,19%,,0/9,22,41,48,20,3,5
pivers,UN,"deadlock, cypher",2,42,170.5,0.78,57%,109.7,0.6,0.24,0.14,0.1,32%,20%,01-May,14,25,32,10,6,4
exile,PH,"vyse, clove, sova",3,311,182.8,0.82,63%,118.4,0.66,0.23,0.07,0.06,34%,8%,May-60,24,204,250,71,23,19
Cintyx,NO,"viper, vyse, cypher",3,186,180.3,0.87,68%,122.3,0.63,0.23,0.06,0.09,29%,,0/20,21,118,136,42,12,17
aNguiSt,GB,"killjoy, viper, cypher",3,395,170.3,0.87,69%,115.9,0.62,0.16,0.06,0.1,32%,7%,Mar-41,21,246,282,65,22,40
Michel,ES,"yoru, neon, iso",3,279,227.7,0.92,66%,143.6,0.76,0.22,0.13,0.18,31%,11%,01-Sep,25,213,231,60,36,49
Yoyo,TW,fade,1,128,182,0.87,65%,122.2,0.63,0.2,0.07,0.09,28%,,,18,81,93,26,9,11
ExpiredNuts,US,"raze, yoru, neon",3,533,207.3,0.81,62%,139.9,0.7,0.2,0.16,0.21,26%,12%,May-42,28,374,461,108,84,113
injaguar,BR,"fade, skye",2,101,144.4,0.79,75%,92,0.49,0.36,0.05,0.06,18%,25%,01-Apr,12,49,62,36,5,6
Mason143,UN,"yoru, neon, gekko",3,385,174.7,0.83,62%,118.8,0.63,0.21,0.09,0.12,27%,6%,Mar-49,22,241,292,82,36,48
Temperance,TW,"fade, sova",2,41,175.5,0.81,51%,112.8,0.61,0.12,0.07,0.05,21%,20%,01-May,14,25,31,5,3,2
Nino,IT,"omen, sova",2,121,169.2,0.79,71%,115.1,0.6,0.26,0.07,0.03,23%,16%,Mar-19,19,72,91,32,8,4
nataNk,FR,"gekko, killjoy, vyse",3,159,175.5,0.82,67%,122,0.61,0.25,0.09,0.16,29%,12%,Mar-25,18,97,118,39,14,25
toggle,MY,neon,1,35,215.5,0.8,66%,138.4,0.69,0.23,0.14,0.2,22%,,0/4,15,24,30,8,5,7
demon,US,"raze, iso, jett",3,271,192.8,0.81,63%,132.4,0.66,0.2,0.13,0.15,26%,21%,Apr-19,24,179,221,54,36,42
sherb,US,"sage, cypher, killjoy",3,702,177.5,0.83,64%,119.8,0.62,0.22,0.06,0.1,27%,9%,10/106,19,434,522,155,44,67
koyori,JP,"fade, sova",2,193,168.7,0.82,69%,117.9,0.58,0.25,0.04,0.09,30%,9%,Feb-22,18,112,136,49,7,17
Zyppan,SE,"tejo, sova",2,183,162.8,0.81,64%,108.7,0.57,0.21,0.04,0.07,24%,11%,Mar-27,22,104,129,38,8,12
Pax,IT,"yoru, neon",2,35,198.5,0.83,69%,113.9,0.69,0.14,0.17,0.2,36%,,0/6,13,24,29,5,6,7
ghost,US,"cypher, vyse, killjoy",3,434,179,0.83,62%,120.9,0.62,0.14,0.08,0.08,28%,13%,Oct-76,19,271,325,62,36,33
Noor,SA,omen,1,83,182,0.86,70%,126,0.67,0.35,0.08,0.08,33%,8%,Jan-13,26,56,65,29,7,7
Falk,JP,"cypher, breach, fade",3,279,168.6,0.82,69%,109.4,0.61,0.26,0.05,0.1,38%,11%,May-46,21,170,208,73,15,28
AnF,UN,"neon, omen, jett",3,352,198.8,0.88,67%,134.2,0.7,0.2,0.13,0.16,31%,11%,Feb-18,25,245,278,72,47,58
史蒂芬柯瑞,HK,"fade, sova",2,48,208,0.87,65%,138.7,0.69,0.25,0.06,0.04,25%,,0/2,17,33,38,12,3,2
gvl,TH,"breach, deadlock, fade",3,116,166,0.83,67%,105.7,0.59,0.24,0.09,0.09,20%,25%,03-Dec,18,68,82,28,10,10
bless,US,"sova, fade, neon",3,1025,172.8,0.81,67%,115.5,0.61,0.27,0.07,0.12,30%,10%,Sep-91,28,628,772,272,74,118
NRK,FR,"omen, astra, viper",3,197,160.4,0.79,68%,107.5,0.53,0.39,0.08,0.07,27%,13%,Feb-15,21,104,132,77,15,14
Gnadel,KR,cypher,1,257,165.3,0.8,67%,105.5,0.57,0.19,0.11,0.09,25%,13%,May-38,20,146,183,48,29,22
Deftones,UN,"omen, gekko",2,41,208.5,0.81,66%,125.8,0.73,0.22,0.15,0.12,28%,100%,01-Jan,17,30,37,9,6,5
Pug,UN,omen,1,36,161,0.64,56%,114.1,0.5,0.28,0.03,0.11,17%,,0/6,9,18,28,10,1,4
Ju4nn,VE,"waylay, fade, yoru",3,78,174.8,0.79,62%,116.4,0.64,0.19,0.09,0.14,39%,33%,03-Sep,17,50,63,15,7,11
monSi,CA,"killjoy, deadlock, viper",3,246,157.9,0.8,68%,98.7,0.56,0.24,0.06,0.05,27%,3%,Jan-31,20,138,173,60,14,13
Shalaby,EG,"vyse, killjoy, cypher",3,103,166.2,0.84,59%,111.5,0.6,0.18,0.05,0.11,29%,15%,Feb-13,14,62,74,19,5,11
Cami,CO,"omen, killjoy, cypher",3,231,177.3,0.82,65%,116.9,0.64,0.24,0.05,0.12,37%,14%,May-36,17,147,180,56,12,27
akhii,UN,"sova, fade",2,110,184.2,0.75,62%,129.4,0.64,0.21,0.06,0.08,30%,4%,Jan-25,18,70,93,23,7,9
legendyae,US,"omen, clove",2,62,192.3,0.71,65%,129.1,0.65,0.31,0.02,0.05,29%,,0/13,19,40,56,19,1,3
Miyori,TR,"raze, neon, breach",3,547,191.4,0.85,66%,129.4,0.65,0.22,0.12,0.17,25%,18%,Aug-45,35,358,422,123,66,95
Krish,GB,"fade, sova",2,111,169,0.77,64%,127.9,0.59,0.26,0.07,0.1,28%,13%,Feb-16,19,65,84,29,8,11
RXFLEX,MY,"fade, sova",2,83,163.3,0.78,64%,107.3,0.59,0.24,0.1,0.05,26%,11%,01-Sep,21,49,63,20,8,4
可愛毛貓的起司蛋糕,UN,"kayo, fade",2,38,166,0.74,63%,98.4,0.61,0.24,0.05,0.05,24%,14%,01-Jul,12,23,31,9,2,2
fr1,AE,"neon, jett",2,190,198.9,0.91,63%,132.7,0.71,0.12,0.19,0.18,34%,9%,01-Nov,25,134,147,22,37,34
W4TER56,UN,"phoenix, viper, deadlock",3,304,173.6,0.79,68%,118.7,0.6,0.27,0.11,0.11,27%,3%,Jan-37,23,182,230,83,34,34
yorkings,CH,"astra, omen",2,46,146,0.74,72%,93.6,0.5,0.5,0.09,0.15,37%,50%,01-Feb,12,23,31,23,4,7
psychedelic,MV,"cypher, killjoy",2,58,194.7,0.79,55%,123.4,0.66,0.1,0.02,0.03,32%,,0/15,16,38,48,6,1,2
Paul Atreides,MV,"sova, killjoy, tejo",3,100,167.2,0.69,63%,105.6,0.54,0.34,0.06,0.07,28%,9%,Feb-23,21,54,78,34,6,7
shhhack,SK,"viper, cypher, killjoy",3,76,170,0.87,64%,112,0.62,0.14,0.04,0.08,28%,10%,01-Oct,13,47,54,11,3,6
Akio,FR,"breach, phoenix, omen",3,197,162.9,0.79,68%,112.7,0.55,0.3,0.05,0.11,33%,22%,Apr-18,19,108,137,60,9,21
Boaster,GB,"brimstone, viper, astra",3,985,148.8,0.79,71%,99.1,0.5,0.35,0.06,0.08,25%,13%,Dec-91,21,497,631,349,61,79
khe0ps,FR,"breach, kayo, yoru",3,148,189.1,0.81,70%,122.5,0.62,0.32,0.11,0.11,21%,,0/8,21,92,113,48,17,16
Prodigy NTP,BR,"neon, raze, jett",3,91,197,0.89,68%,134.4,0.68,0.2,0.13,0.16,29%,,0/5,21,62,70,18,12,15
Area,KR,"fade, sova",2,98,179.5,0.85,63%,116.3,0.62,0.16,0.03,0.06,34%,15%,Feb-13,20,61,72,16,3,6
ouppy,UN,"neon, yoru",2,40,214.5,0.94,63%,144.2,0.78,0.13,0.25,0.2,19%,,0/2,26,31,33,5,10,8
Lemonz,UN,"omen, killjoy, vyse",3,113,176.8,0.75,63%,115.3,0.58,0.25,0.07,0.12,29%,24%,May-21,18,66,88,28,8,13
Sayu,UN,"gekko, breach",2,34,180.5,0.77,74%,104.2,0.68,0.21,0,0.03,47%,,0/10,14,23,30,7,0,1
dok,IT,sova,1,39,182,0.91,67%,128.3,0.74,0.21,0.05,0.1,39%,,0/7,21,29,32,8,2,4
invert,DE,"vyse, killjoy",2,28,215,0.73,75%,151.3,0.68,0.21,0.04,0,34%,,0/11,12,19,26,6,1,0
trushi,CA,"cypher, vyse, killjoy",3,284,185.2,0.9,67%,118.7,0.67,0.19,0.07,0.09,26%,10%,Apr-41,27,190,212,53,21,26
FADE IS HOT,UN,"fade, breach, sova",3,488,168,0.75,68%,111.4,0.58,0.38,0.05,0.08,26%,15%,Nov-74,30,284,381,185,24,40
zeka,UN,"clove, cypher, viper",3,319,188.6,0.81,63%,127.9,0.66,0.24,0.09,0.12,29%,16%,Jul-43,29,210,259,76,30,38
cybxr,UN,"skye, fade, clove",3,201,185.9,0.77,69%,124.5,0.61,0.36,0.08,0.09,26%,14%,Mar-21,22,122,159,72,17,18
kklin,CN,"killjoy, viper, vyse",3,183,184.8,0.82,66%,125,0.64,0.19,0.1,0.09,28%,,,20,117,142,34,18,16
BlackWiz,JP,"astra, omen, cypher",3,399,161.6,0.82,66%,106.5,0.57,0.32,0.04,0.09,25%,30%,16/54,18,228,279,126,17,36
c4tnipz,TH,"jett, neon, raze",3,127,203.1,0.82,66%,134.8,0.71,0.2,0.15,0.13,22%,5%,Jan-21,20,90,110,26,19,17
ZIDIAN,MX,"harbor, omen, yoru",3,154,176.3,0.81,63%,121.4,0.62,0.25,0.06,0.09,25%,26%,Jul-27,18,96,118,39,9,14
Buffala,DO,"breach, gekko, sova",3,157,180.1,0.74,67%,127.2,0.63,0.25,0.08,0.09,30%,11%,Mar-27,14,99,134,39,12,14
Rarga,RU,"jett, yoru, neon",3,334,206.6,1,65%,123.4,0.75,0.15,0.16,0.17,35%,21%,Mar-14,26,250,250,51,33,34
AmerNone,ID,"yoru, neon",2,44,210,0.86,57%,127,0.73,0.23,0.2,0.25,28%,,0/3,23,32,37,10,9,11
Crws,TH,"sova, deadlock, fade",3,300,167.1,0.81,71%,115.5,0.57,0.31,0.06,0.1,26%,19%,Jun-31,28,170,211,94,19,29
69Shinobu,PH,"viper, vyse",2,44,199.5,0.74,61%,133.2,0.64,0.25,0.07,0.23,29%,25%,02-Aug,18,28,38,11,3,10
zoriental,KR,"jett, raze, neon",3,226,190.5,0.84,70%,122.8,0.64,0.2,0.15,0.14,30%,14%,01-Jul,19,144,172,45,34,31
sasha,JP,omen,1,33,172.5,0.73,52%,123.5,0.58,0.18,0.06,0.09,32%,14%,01-Jul,10,19,26,6,2,3
Cleeann,FR,"raze, jett",2,33,213.5,0.8,58%,138.5,0.73,0.09,0.12,0.21,30%,,0/7,15,24,30,3,4,7
Lizchaaan,PH,sova,1,44,178.5,0.79,66%,138.9,0.61,0.25,0.02,0.05,27%,13%,01-Aug,18,27,34,11,1,2
NAKSU,TR,"jett, sova",2,167,187.3,0.84,62%,125.4,0.67,0.19,0.11,0.13,35%,25%,03-Dec,27,112,134,32,19,22
CLZ,JP,"sova, fade, tejo",3,298,165.1,0.82,68%,108.3,0.58,0.25,0.06,0.06,35%,24%,Sep-37,22,173,212,75,15,14
luckeRRR,DE,"jett, neon, yoru",3,135,196.1,0.87,61%,132.5,0.68,0.16,0.13,0.2,26%,17%,02-Dec,20,92,106,22,18,27
shifteuse pro,FR,waylay,1,26,229,0.86,54%,151.5,0.73,0.08,0.15,0.19,24%,25%,01-Apr,19,19,22,2,4,5
desire,BR,"sova, fade, omen",3,249,170.4,0.8,66%,111.9,0.58,0.3,0.05,0.08,32%,4%,Jan-26,17,144,179,74,12,21
Mic,IT,"cypher, viper, vyse",3,181,180.7,0.85,62%,118.4,0.66,0.16,0.1,0.15,35%,15%,Apr-27,20,120,142,29,19,27
Misaya,JP,"tejo, harbor, sova",3,309,172.3,0.79,67%,110.4,0.61,0.3,0.06,0.07,18%,14%,Jun-42,19,187,236,92,20,22
Riss,DO,"killjoy, vyse, jett",3,154,179.3,0.79,64%,123.9,0.62,0.23,0.1,0.13,35%,13%,Mar-23,20,96,122,36,15,20
note,US,"gekko, breach, viper",3,206,172,0.83,67%,116.4,0.6,0.3,0.04,0.1,29%,11%,Feb-18,27,124,149,62,9,20
Trinity,IN,"iso, raze, neon",3,362,206.6,0.89,65%,137.6,0.74,0.14,0.15,0.22,26%,10%,Feb-20,32,267,299,52,55,81
Ziad,DE,"killjoy, viper, cypher",3,176,183.6,0.88,67%,115.4,0.65,0.11,0.13,0.13,34%,16%,Apr-25,26,115,130,20,22,22
Big Tonka T,US,"cypher, deadlock, killjoy",3,739,173.6,0.81,65%,119.3,0.58,0.23,0.06,0.1,26%,7%,Jun-90,20,431,534,168,48,75
Tmtm,SA,"neon, iso, yoru",3,71,194.5,0.77,65%,129.4,0.72,0.2,0.13,0.18,31%,,0/4,25,51,66,14,9,13
ryder,UN,"jett, chamber, vyse",3,153,189.5,0.84,62%,123.8,0.67,0.17,0.07,0.16,31%,9%,Mar-33,18,103,123,26,10,25
chichi,TR,"jett, yoru, sage",3,137,206.7,0.83,62%,134.2,0.69,0.18,0.15,0.2,26%,18%,02-Nov,20,95,115,25,20,27
Lateu,TR,"sova, deadlock, viper",3,527,165,0.82,68%,106,0.57,0.3,0.07,0.11,21%,9%,Aug-86,18,302,369,157,38,60
tupai,ID,"iso, fade",2,44,160.5,0.75,57%,104.2,0.55,0.14,0.05,0.07,26%,29%,02-Jul,17,24,32,6,2,3
maleviL,FR,"kayo, cypher",2,46,184,0.77,70%,118.5,0.59,0.54,0.09,0.13,32%,,0/6,20,27,35,25,4,6
RYRY,NZ,"deadlock, killjoy",2,41,211.5,0.86,63%,144.8,0.76,0.1,0.24,0.1,34%,,0/4,20,31,36,4,10,4
Jan,KR,viper,1,92,161,0.96,70%,107.8,0.58,0.23,0.03,0.1,26%,17%,02-Dec,18,53,55,21,3,9
tex,DE,"vyse, killjoy, cypher",3,491,172,0.89,67%,115,0.62,0.16,0.1,0.11,32%,14%,Aug-56,23,306,345,79,48,56
Tenker,RU,breach,1,44,179,0.79,61%,112.1,0.61,0.14,0.02,0.05,28%,17%,01-Jun,18,27,34,6,1,2
lucks,BR,"vyse, sage, killjoy",3,288,154.1,0.83,68%,104.3,0.54,0.23,0.07,0.07,35%,15%,May-33,21,155,187,66,21,20
Hunter,US,"breach, cypher, killjoy",3,90,168.4,0.74,67%,113.7,0.58,0.14,0.04,0.03,30%,5%,Jan-20,15,52,70,13,4,3
ezznap,CO,omen,1,132,179,0.72,72%,123.9,0.55,0.37,0.02,0.08,21%,21%,May-24,16,73,102,49,3,11
Mazino,AU,"tejo, sova, fade",3,558,162,0.78,65%,108.7,0.55,0.27,0.06,0.08,23%,19%,14/73,24,309,394,153,34,47
binzo,ID,"killjoy, cypher, vyse",3,129,192,0.83,64%,126.3,0.65,0.21,0.12,0.09,27%,19%,Apr-21,18,84,101,27,16,11
mamamamoodengๆๆ,TH,"cypher, clove, killjoy",3,276,193.5,0.85,67%,128.1,0.69,0.18,0.09,0.12,26%,12%,Jun-50,20,190,223,50,25,33
YoWamu,JP,"yoru, iso, brimstone",3,399,186.6,0.83,66%,129.6,0.64,0.21,0.09,0.12,30%,4%,Feb-45,28,256,309,83,36,46
Louda,EG,"sova, fade",2,103,136.2,0.77,65%,95.6,0.5,0.29,0.05,0.06,27%,9%,01-Nov,15,51,66,30,5,6
Qunu,DK,"fade, sova",2,223,160.5,0.78,70%,107.5,0.55,0.24,0.05,0.05,23%,19%,Aug-42,17,123,158,54,12,12
xin,UN,"breach, fade",2,36,154,0.69,61%,98.1,0.5,0.25,0.03,0.03,31%,,0/7,9,18,26,9,1,1
LIMPE,FI,"iso, cypher",2,125,182.2,0.79,63%,118.9,0.62,0.24,0.17,0.22,31%,10%,01-Oct,22,78,99,30,21,27
Starlight,US,"omen, astra",2,207,162.4,0.8,73%,84.1,0.57,0.43,0.04,0.09,17%,23%,May-22,18,119,148,88,8,19
Myssen,BR,"omen, astra",2,109,155.2,0.68,72%,100.6,0.53,0.47,0.06,0.1,44%,24%,May-21,14,58,85,51,6,11
abbie2k,US,"raze, killjoy, yoru",3,275,203.8,0.84,66%,132.8,0.71,0.22,0.14,0.15,26%,26%,May-19,28,194,231,60,38,41
BenJesus,UN,"breach, deadlock, sage",3,113,164.7,0.74,69%,113.5,0.59,0.28,0.05,0.08,26%,9%,01-Nov,19,67,90,32,6,9
htm,UN,"breach, deadlock, viper",3,577,146.3,0.74,71%,93,0.5,0.4,0.03,0.06,31%,11%,Aug-74,20,287,389,232,20,32
Yoyoman,TW,"neon, omen",2,53,213.7,0.84,68%,135.4,0.72,0.28,0.08,0.23,22%,50%,01-Feb,19,38,45,15,4,12
Koto,US,"vyse, killjoy, cypher",3,273,169.5,0.8,65%,115,0.61,0.18,0.06,0.09,28%,8%,Mar-37,18,166,207,48,17,25
Chang,UN,"vyse, jett",2,36,205.5,0.68,69%,132.4,0.64,0.25,0.08,0.06,14%,17%,01-Jun,14,23,34,9,3,2
gucc107,US,"omen, viper, brimstone",3,324,174.8,0.77,62%,112.3,0.6,0.35,0.05,0.09,20%,17%,Jun-36,21,194,251,114,17,30
stew,US,"vyse, viper",2,38,198,0.7,63%,123.8,0.61,0.21,0.08,0.08,27%,10%,01-Oct,14,23,33,8,3,3
rayne,PR,"iso, neon, cypher",3,93,197.4,0.75,69%,131.9,0.62,0.31,0.19,0.15,37%,,0/7,16,58,77,29,18,14
Albaladejo,BR,"raze, breach, kayo",3,315,179,0.79,70%,123.4,0.63,0.33,0.06,0.08,25%,10%,Feb-20,21,197,248,103,20,26
